tarih,sube_kodu,sube_adi,il,ilce,sube_tipi,kabul_edilen,teslim_edilen,bekleyen,geciken,iade_edilen,ortalama_teslim_suresi,toplam_personel,dagitici_sayisi,gise_personeli,izinli_personel,fazla_mesai_saati,sikayet_sayisi,basarisiz_teslimat,hasarli_gonderi,yanlis_teslimat,toplam_gelir,kargo_geliri,bankacilik_islem_sayisi,tahsilat_sayisi,hava_durumu,resmi_tatil,bayram_donemi,bolgesel_yogunluk,teslim_basarisi_pct,gecikme_orani_pct,iade_orani_pct,sikayet_orani_binde,personel_verimliligi,dagitici_is_yuku,gonderi_basi_gelir
2026-01-11,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,197,185,7,8,5,1.41,19,7,7,2,0.0,3,5,1,0,11579.86,8870.11,107,35,Açık,0,0,1.09,93.91,4.06,2.54,16.22,9.74,28.14,58.78
2026-01-11,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,162,147,12,15,3,1.69,20,8,7,1,0.0,2,9,1,0,7905.72,6362.89,76,41,Yağmurlu,0,0,1.14,90.74,9.26,1.85,13.61,7.35,20.25,48.8
2026-01-11,S008,Konya Selçuklu,Konya,Selçuklu,Orta,117,111,5,6,1,1.35,16,6,5,3,0.8,1,2,1,0,5262.46,4240.08,48,23,Açık,0,0,0.87,94.87,5.13,0.85,9.01,6.94,19.5,44.98
2026-01-11,S009,Samsun İlkadım,Samsun,İlkadım,Orta,95,87,7,8,1,1.64,15,6,4,2,0.0,0,5,0,0,4250.29,3390.52,32,16,Yağmurlu,0,0,0.7,91.58,8.42,1.05,0.0,5.8,15.83,44.74
2026-01-11,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,166,139,22,23,5,2.22,14,5,4,2,9.1,5,19,1,0,6606.05,5400.76,56,22,Karlı,0,0,0.83,83.73,13.86,3.01,35.97,9.93,33.2,39.8
2026-01-12,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,505,457,37,41,11,1.84,24,9,10,1,16.9,6,13,2,1,25413.52,21601.35,198,72,Bulutlu,0,0,1.3,90.5,8.12,2.18,13.13,19.04,56.11,50.32
2026-01-12,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,513,474,35,43,4,1.55,21,8,8,0,15.6,7,19,3,2,28574.96,22021.1,260,84,Açık,0,0,1.33,92.4,8.38,0.78,14.77,22.57,64.12,55.7
2026-01-12,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,597,525,61,62,11,1.84,28,11,12,0,13.5,9,33,4,1,28617.01,20974.16,325,160,Yağmurlu,0,0,1.48,87.94,10.39,1.84,17.14,18.75,54.27,47.93
2026-01-12,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,524,460,56,59,8,1.9,25,10,10,1,12.6,10,29,2,2,24028.17,18169.46,235,88,Yağmurlu,0,0,1.29,87.79,11.26,1.53,21.74,18.4,52.4,45.86
2026-01-12,S005,İzmir Konak,İzmir,Konak,Merkez,521,448,65,77,8,2.18,23,9,9,2,23.8,11,32,3,2,24060.02,19730.82,188,103,Yağmurlu,0,0,1.3,85.99,14.78,1.54,24.55,19.48,57.89,46.18
2026-01-12,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,417,372,37,42,8,1.59,19,7,7,1,17.1,8,11,3,1,21898.62,16794.58,201,67,Açık,0,0,1.03,89.21,10.07,1.92,21.51,19.58,59.57,52.51
2026-01-12,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,443,374,55,60,14,1.94,20,8,7,2,22.6,8,28,2,1,19081.28,14759.13,172,82,Yağmurlu,0,0,1.16,84.42,13.54,3.16,21.39,18.7,55.38,43.07
2026-01-12,S008,Konya Selçuklu,Konya,Selçuklu,Orta,358,254,100,86,4,3.33,16,6,5,4,65.6,13,23,1,1,13643.19,10613.78,138,72,Yağmurlu,0,0,0.94,70.95,24.02,1.12,51.18,15.88,59.67,38.11
2026-01-12,S009,Samsun İlkadım,Samsun,İlkadım,Orta,345,276,61,62,8,2.38,15,6,4,3,37.0,8,19,1,1,14493.74,11662.52,112,40,Yağmurlu,0,0,0.92,80.0,17.97,2.32,28.99,18.4,57.5,42.01
2026-01-12,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,320,240,75,77,5,2.96,14,5,4,3,49.3,9,9,1,1,14183.11,10586.32,150,45,Açık,0,0,0.87,75.0,24.06,1.56,37.5,17.14,64.0,44.32
2026-01-13,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,366,342,17,26,7,1.24,24,9,10,2,9.0,2,9,2,1,18432.25,14116.56,172,58,Açık,0,0,1.17,93.44,7.1,1.91,5.85,14.25,40.67,50.36
2026-01-13,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,417,378,28,32,11,1.44,21,8,8,2,22.2,3,11,2,1,21551.24,17795.66,203,94,Açık,0,0,1.22,90.65,7.67,2.64,7.94,18.0,52.12,51.68
2026-01-13,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,535,496,29,39,10,1.4,28,11,12,2,17.9,6,14,3,2,24034.46,19165.26,253,118,Açık,0,0,1.46,92.71,7.29,1.87,12.1,17.71,48.64,44.92
2026-01-13,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,404,373,27,33,4,1.75,25,10,10,2,5.2,5,23,2,1,20942.68,17342.94,141,74,Yağmurlu,0,0,1.23,92.33,8.17,0.99,13.4,14.92,40.4,51.84
2026-01-13,S005,İzmir Konak,İzmir,Konak,Merkez,430,408,17,19,5,1.57,23,9,9,0,5.9,5,10,2,1,20577.62,16859.19,169,81,Açık,0,0,1.36,94.88,4.42,1.16,12.25,17.74,47.78,47.85
2026-01-13,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,327,296,26,30,5,1.75,19,7,7,0,4.2,4,19,1,0,15046.76,11629.84,155,60,Yağmurlu,0,0,1.08,90.52,9.17,1.53,13.51,15.58,46.71,46.01
2026-01-13,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,427,389,30,31,8,1.43,20,8,7,2,20.1,2,8,1,1,20532.41,17184.11,172,66,Açık,0,0,1.18,91.1,7.26,1.87,5.14,19.45,53.38,48.09
2026-01-13,S008,Konya Selçuklu,Konya,Selçuklu,Orta,300,252,40,44,8,2.04,16,6,5,3,27.5,6,9,1,1,13334.4,11000.32,120,41,Açık,0,0,0.97,84.0,14.67,2.67,23.81,15.75,50.0,44.45
2026-01-13,S009,Samsun İlkadım,Samsun,İlkadım,Orta,225,211,11,12,3,1.45,15,6,4,2,9.5,3,3,0,1,9857.21,7667.04,120,44,Açık,0,0,0.83,93.78,5.33,1.33,14.22,14.07,37.5,43.81
2026-01-13,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,292,280,9,11,3,1.54,14,5,4,0,8.8,3,6,1,0,15214.27,12230.31,123,51,Açık,0,0,0.74,95.89,3.77,1.03,10.71,20.0,58.4,52.1
2026-01-14,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,437,415,14,18,8,1.08,24,9,10,0,5.6,4,10,1,1,18753.9,15998.4,148,58,Açık,0,0,1.29,94.97,4.12,1.83,9.64,17.29,48.56,42.92
2026-01-14,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,334,317,13,18,4,1.52,21,8,8,2,9.7,5,7,1,1,16188.85,13079.09,140,48,Açık,0,0,1.04,94.91,5.39,1.2,15.77,15.1,41.75,48.47
2026-01-14,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,519,495,15,20,9,1.28,28,11,12,0,5.7,4,15,2,1,24426.72,19625.81,193,99,Açık,0,0,1.53,95.38,3.85,1.73,8.08,17.68,47.18,47.06
2026-01-14,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,448,422,18,22,8,1.32,25,10,10,1,8.6,5,14,1,1,21580.68,16576.6,208,106,Açık,0,0,1.33,94.2,4.91,1.79,11.85,16.88,44.8,48.17
2026-01-14,S005,İzmir Konak,İzmir,Konak,Merkez,458,430,21,24,7,1.53,23,9,9,1,13.1,2,12,3,1,20771.06,16773.61,174,89,Açık,0,0,1.39,93.89,5.24,1.53,4.65,18.7,50.89,45.35
2026-01-14,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,435,395,32,34,8,1.58,19,7,7,0,11.9,5,10,2,2,22849.0,18317.14,232,116,Açık,0,0,1.2,90.8,7.82,1.84,12.66,20.79,62.14,52.53
2026-01-14,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,432,409,16,20,7,1.48,20,8,7,0,9.6,4,13,3,1,20834.08,17140.62,157,75,Açık,0,0,1.23,94.68,4.63,1.62,9.78,20.45,54.0,48.23
2026-01-14,S008,Konya Selçuklu,Konya,Selçuklu,Orta,346,275,64,68,7,2.62,16,6,5,3,38.3,9,22,1,1,13418.75,11035.58,112,41,Yağmurlu,0,0,0.97,79.48,19.65,2.02,32.73,17.19,57.67,38.78
2026-01-14,S009,Samsun İlkadım,Samsun,İlkadım,Orta,336,294,33,39,9,1.59,15,6,4,1,13.6,4,10,1,1,17582.88,13609.88,183,87,Bulutlu,0,0,1.0,87.5,11.61,2.68,13.61,19.6,56.0,52.33
2026-01-14,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,328,246,74,79,8,3.12,14,5,4,3,50.0,9,8,1,1,13970.06,10298.84,150,51,Açık,0,0,0.91,75.0,24.09,2.44,36.59,17.57,65.6,42.59
2026-01-15,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,490,438,45,45,7,1.77,24,9,10,3,31.1,7,12,2,1,20821.2,15825.68,208,68,Açık,0,0,1.4,89.39,9.18,1.43,15.98,18.25,54.44,42.49
2026-01-15,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,436,399,29,32,8,1.39,21,8,8,2,21.1,6,12,1,1,19036.61,14502.61,172,65,Açık,0,0,1.22,91.51,7.34,1.83,15.04,19.0,54.5,43.66
2026-01-15,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,459,433,18,27,8,1.41,28,11,12,3,15.3,3,11,2,2,24902.88,20609.02,173,85,Açık,0,0,1.37,94.34,5.88,1.74,6.93,15.46,41.73,54.25
2026-01-15,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,477,439,25,27,13,1.58,25,10,10,2,15.8,6,14,2,2,23806.26,18794.23,240,120,Açık,0,0,1.43,92.03,5.66,2.73,13.67,17.56,47.7,49.91
2026-01-15,S005,İzmir Konak,İzmir,Konak,Merkez,455,421,29,32,5,1.65,23,9,9,2,18.3,5,7,1,2,21537.18,17394.73,198,67,Açık,0,0,1.32,92.53,7.03,1.1,11.88,18.3,50.56,47.33
2026-01-15,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,394,342,43,46,9,1.87,19,7,7,2,23.9,7,11,1,1,19317.05,14526.59,210,95,Açık,0,0,1.1,86.8,11.68,2.28,20.47,18.0,56.29,49.03
2026-01-15,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,406,357,40,43,9,1.59,20,8,7,1,11.3,7,22,2,1,17864.82,12872.51,204,96,Yağmurlu,0,0,1.16,87.93,10.59,2.22,19.61,17.85,50.75,44.0
2026-01-15,S008,Konya Selçuklu,Konya,Selçuklu,Orta,360,293,62,67,5,2.36,16,6,5,3,39.2,7,10,2,2,14598.72,11233.22,128,67,Bulutlu,0,0,1.07,81.39,18.61,1.39,23.89,18.31,60.0,40.55
2026-01-15,S009,Samsun İlkadım,Samsun,İlkadım,Orta,329,307,13,15,9,1.33,15,6,4,0,8.8,2,11,1,1,13536.53,11308.77,124,48,Açık,0,0,0.98,93.31,4.56,2.74,6.51,20.47,54.83,41.14
2026-01-15,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,281,254,22,25,5,1.78,14,5,4,1,11.6,3,6,1,0,14244.84,10790.74,134,46,Açık,0,0,0.85,90.39,8.9,1.78,11.81,18.14,56.2,50.69
2026-01-16,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,453,422,26,30,5,1.55,24,9,10,1,11.8,6,15,1,0,21476.97,18104.31,177,75,Açık,0,0,1.32,93.16,6.62,1.1,14.22,17.58,50.33,47.41
2026-01-16,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,432,387,32,34,13,1.67,21,8,8,2,19.8,5,13,2,2,22196.43,17090.72,206,99,Açık,0,0,1.24,89.58,7.87,3.01,12.92,18.43,54.0,51.38
2026-01-16,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,503,479,15,17,9,1.47,28,11,12,0,4.2,3,19,1,2,25938.64,20137.66,270,136,Açık,0,0,1.5,95.23,3.38,1.79,6.26,17.11,45.73,51.57
2026-01-16,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,443,427,12,16,4,1.24,25,10,10,0,1.9,4,11,2,1,23850.22,19943.58,172,79,Açık,0,0,1.34,96.39,3.61,0.9,9.37,17.08,44.3,53.84
2026-01-16,S005,İzmir Konak,İzmir,Konak,Merkez,391,378,10,15,3,1.43,23,9,9,1,8.1,4,12,1,1,17013.08,14208.14,144,78,Açık,0,0,1.2,96.68,3.84,0.77,10.58,16.43,43.44,43.51
2026-01-16,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,441,385,48,54,8,1.79,19,7,7,2,25.4,4,10,2,1,19122.89,14156.89,197,86,Açık,0,0,1.19,87.3,12.24,1.81,10.39,20.26,63.0,43.36
2026-01-16,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,414,385,20,21,9,1.41,20,8,7,1,12.7,3,9,2,1,20184.18,16731.22,173,69,Açık,0,0,1.13,93.0,5.07,2.17,7.79,19.25,51.75,48.75
2026-01-16,S008,Konya Selçuklu,Konya,Selçuklu,Orta,258,235,18,20,5,1.36,16,6,5,2,13.1,1,6,1,0,11255.5,9420.34,87,41,Açık,0,0,0.88,91.09,7.75,1.94,4.26,14.69,43.0,43.63
2026-01-16,S009,Samsun İlkadım,Samsun,İlkadım,Orta,225,210,10,14,5,1.62,15,6,4,2,9.6,1,5,1,0,11647.79,9579.45,80,39,Açık,0,0,0.74,93.33,6.22,2.22,4.76,14.0,37.5,51.77
2026-01-16,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,247,199,43,44,5,2.49,14,5,4,2,19.9,9,29,1,1,10509.19,8778.92,88,44,Karlı,0,0,0.73,80.57,17.81,2.02,45.23,14.21,49.4,42.55
2026-01-17,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,241,231,6,8,4,1.35,24,9,10,3,0.0,0,6,1,1,10556.23,8931.61,93,29,Bulutlu,0,0,1.44,95.85,3.32,1.66,0.0,9.62,26.78,43.8
2026-01-17,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,217,204,9,10,4,1.47,21,8,8,3,3.0,1,8,1,1,10066.28,8345.94,77,24,Bulutlu,0,0,1.32,94.01,4.61,1.84,4.9,9.71,27.12,46.39
2026-01-17,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,265,254,5,6,6,1.41,28,11,12,2,0.0,2,8,1,0,11116.28,9411.33,86,28,Açık,0,0,1.51,95.85,2.26,2.26,7.87,9.07,24.09,41.95
2026-01-17,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,226,213,9,12,4,1.22,25,10,10,1,0.0,2,10,1,0,11090.36,9240.38,88,39,Bulutlu,0,0,1.38,94.25,5.31,1.77,9.39,8.52,22.6,49.07
2026-01-17,S005,İzmir Konak,İzmir,Konak,Merkez,177,164,8,9,5,1.51,23,9,9,1,0.0,1,5,0,0,8958.01,7296.52,80,32,Bulutlu,0,0,1.42,92.66,5.08,2.82,6.1,7.13,19.67,50.61
2026-01-17,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,117,107,9,10,1,1.48,19,7,7,0,0.0,1,7,1,0,6135.1,5097.07,44,21,Yağmurlu,0,0,1.08,91.45,8.55,0.85,9.35,5.63,16.71,52.44
2026-01-17,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,189,176,9,11,4,1.27,20,8,7,0,0.0,0,6,0,0,9595.81,7804.42,86,30,Açık,0,0,1.05,93.12,5.82,2.12,0.0,8.8,23.62,50.77
2026-01-17,S008,Konya Selçuklu,Konya,Selçuklu,Orta,152,144,5,6,3,1.48,16,6,5,2,0.0,3,6,1,0,6981.09,5535.9,56,24,Bulutlu,0,0,0.96,94.74,3.95,1.97,20.83,9.0,25.33,45.93
2026-01-17,S009,Samsun İlkadım,Samsun,İlkadım,Orta,148,134,12,14,2,1.63,15,6,4,4,16.3,1,4,0,0,7911.52,6296.47,61,30,Açık,0,0,1.01,90.54,9.46,1.35,7.46,8.93,24.67,53.46
2026-01-17,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,117,109,5,6,3,1.24,14,5,4,2,0.4,1,5,0,0,5681.39,4613.69,49,27,Açık,0,0,0.77,93.16,5.13,2.56,9.17,7.79,23.4,48.56
2026-01-18,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,217,198,15,18,4,1.73,24,9,10,3,0.0,2,14,0,0,11234.17,8711.0,109,33,Yağmurlu,0,0,1.23,91.24,8.29,1.84,10.1,8.25,24.11,51.77
2026-01-18,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,260,245,9,10,6,1.17,21,8,8,2,1.4,2,6,0,1,11960.14,9185.21,117,61,Açık,0,0,1.35,94.23,3.85,2.31,8.16,11.67,32.5,46.0
2026-01-18,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,227,213,10,11,4,1.29,28,11,12,1,0.0,0,5,1,1,10248.28,8354.37,76,28,Açık,0,0,1.34,93.83,4.85,1.76,0.0,7.61,20.64,45.15
2026-01-18,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,218,203,8,10,7,1.51,25,10,10,0,0.0,3,7,1,1,11314.19,9082.46,85,38,Açık,0,0,1.41,93.12,4.59,3.21,14.78,8.12,21.8,51.9
2026-01-18,S005,İzmir Konak,İzmir,Konak,Merkez,252,233,15,17,4,1.43,23,9,9,4,6.6,2,5,1,1,13262.66,10931.77,106,48,Açık,0,0,1.4,92.46,6.75,1.59,8.58,10.13,28.0,52.63
2026-01-18,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,160,148,9,10,3,1.41,19,7,7,1,0.0,0,3,1,1,7334.09,5864.59,59,20,Açık,0,0,1.12,92.5,6.25,1.88,0.0,7.79,22.86,45.84
2026-01-18,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,231,218,10,13,3,1.25,20,8,7,2,0.0,2,5,1,1,10547.09,8513.66,92,38,Açık,0,0,1.19,94.37,5.63,1.3,9.17,10.9,28.88,45.66
2026-01-18,S008,Konya Selçuklu,Konya,Selçuklu,Orta,221,206,12,12,3,1.67,16,6,5,1,2.9,3,6,1,0,10830.82,8323.42,117,37,Açık,0,0,1.13,93.21,5.43,1.36,14.56,12.88,36.83,49.01
2026-01-18,S009,Samsun İlkadım,Samsun,İlkadım,Orta,114,108,3,4,3,1.49,15,6,4,1,0.0,0,3,0,0,6215.97,4804.1,55,18,Açık,0,0,0.74,94.74,3.51,2.63,0.0,7.2,19.0,54.53
2026-01-18,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,179,169,6,9,4,1.43,14,5,4,0,0.4,1,6,1,0,8572.67,7014.39,79,27,Açık,0,0,0.91,94.41,5.03,2.23,5.92,12.07,35.8,47.89
2026-01-19,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,509,465,35,39,9,1.51,24,9,10,2,23.1,7,21,3,2,22845.62,19284.82,168,64,Bulutlu,0,0,1.27,91.36,7.66,1.77,15.05,19.38,56.56,44.88
2026-01-19,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,533,469,51,54,13,1.88,21,8,8,1,24.1,8,18,3,1,23874.42,18322.34,226,108,Bulutlu,0,0,1.3,87.99,10.13,2.44,17.06,22.33,66.62,44.79
2026-01-19,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,586,509,69,74,8,2.01,28,11,12,3,29.7,10,32,2,2,25157.66,20344.23,188,97,Yağmurlu,0,0,1.5,86.86,12.63,1.37,19.65,18.18,53.27,42.93
2026-01-19,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,538,497,28,32,13,1.63,25,10,10,1,15.4,6,13,2,0,23242.88,18006.32,204,96,Açık,0,0,1.37,92.38,5.95,2.42,12.07,19.88,53.8,43.2
2026-01-19,S005,İzmir Konak,İzmir,Konak,Merkez,497,448,41,49,8,1.87,23,9,9,2,22.7,7,11,1,1,25023.24,21042.89,163,61,Bulutlu,0,0,1.21,90.14,9.86,1.61,15.62,19.48,55.22,50.35
2026-01-19,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,409,363,39,43,7,1.68,19,7,7,2,24.0,5,7,1,1,18244.38,14199.87,166,58,Açık,0,0,1.04,88.75,10.51,1.71,13.77,19.11,58.43,44.61
2026-01-19,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,477,437,31,37,9,1.41,20,8,7,0,13.8,3,14,2,1,22416.48,17169.24,200,90,Açık,0,0,1.2,91.61,7.76,1.89,6.86,21.85,59.62,46.99
2026-01-19,S008,Konya Selçuklu,Konya,Selçuklu,Orta,375,308,63,66,4,2.5,16,6,5,3,41.3,9,13,1,1,17571.15,13514.65,196,105,Açık,0,0,0.96,82.13,17.6,1.07,29.22,19.25,62.5,46.86
2026-01-19,S009,Samsun İlkadım,Samsun,İlkadım,Orta,358,295,55,59,8,2.15,15,6,4,3,38.4,6,8,0,1,17802.85,14055.47,169,78,Bulutlu,0,0,0.92,82.4,16.48,2.23,20.34,19.67,59.67,49.73
2026-01-19,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,348,254,89,84,5,3.11,14,5,4,2,30.1,12,38,1,1,14727.62,12091.05,115,36,Karlı,0,0,0.78,72.99,24.14,1.44,47.24,18.14,69.6,42.32
2026-01-20,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,436,400,27,30,9,1.42,24,9,10,1,11.0,5,16,2,1,23691.11,18158.84,215,116,Açık,0,0,1.36,91.74,6.88,2.06,12.5,16.67,48.44,54.34
2026-01-20,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,419,375,35,38,9,1.86,21,8,8,2,16.8,6,9,2,2,20071.85,16674.03,153,67,Bulutlu,0,0,1.23,89.5,9.07,2.15,16.0,17.86,52.38,47.9
2026-01-20,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,456,426,23,30,7,1.37,28,11,12,0,3.1,5,15,2,2,23344.71,18214.84,215,89,Açık,0,0,1.38,93.42,6.58,1.54,11.74,15.21,41.45,51.19
2026-01-20,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,439,407,27,30,5,1.35,25,10,10,2,10.9,3,12,2,1,23395.54,17817.74,228,123,Bulutlu,0,0,1.36,92.71,6.83,1.14,7.37,16.28,43.9,53.29
2026-01-20,S005,İzmir Konak,İzmir,Konak,Merkez,478,440,31,34,7,1.51,23,9,9,1,15.1,3,13,2,0,26191.41,20362.81,263,140,Açık,0,0,1.29,92.05,7.11,1.46,6.82,19.13,53.11,54.79
2026-01-20,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,405,373,26,30,6,1.3,19,7,7,0,9.2,4,10,2,1,18939.64,14731.8,221,95,Bulutlu,0,0,1.2,92.1,7.41,1.48,10.72,19.63,57.86,46.76
2026-01-20,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,375,346,24,29,5,1.54,20,8,7,2,14.8,6,6,1,1,18494.44,14217.69,190,65,Bulutlu,0,0,1.12,92.27,7.73,1.33,17.34,17.3,46.88,49.32
2026-01-20,S008,Konya Selçuklu,Konya,Selçuklu,Orta,397,353,37,38,7,1.87,16,6,5,1,18.4,4,14,0,1,17727.84,13413.68,163,73,Açık,0,0,1.13,88.92,9.57,1.76,11.33,22.06,66.17,44.65
2026-01-20,S009,Samsun İlkadım,Samsun,İlkadım,Orta,422,325,89,93,8,2.67,15,6,4,3,47.3,9,10,2,1,16582.48,12249.92,195,63,Açık,0,0,1.08,77.01,22.04,1.9,27.69,21.67,70.33,39.29
2026-01-20,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,327,257,64,65,6,2.53,14,5,4,1,16.1,10,37,1,0,13730.06,10281.7,159,59,Karlı,0,0,0.87,78.59,19.88,1.83,38.91,18.36,65.4,41.99
2026-01-21,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,451,411,32,36,8,1.52,24,9,10,2,19.9,4,17,2,1,22974.27,19159.82,176,76,Bulutlu,0,0,1.32,91.13,7.98,1.77,9.73,17.12,50.11,50.94
2026-01-21,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,452,413,34,39,5,1.81,21,8,8,0,9.2,7,28,0,2,19825.7,15968.92,166,90,Yağmurlu,0,0,1.3,91.37,8.63,1.11,16.95,19.67,56.5,43.86
2026-01-21,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,512,458,46,55,8,1.69,28,11,12,2,17.7,8,32,3,1,21535.5,16614.44,199,88,Yağmurlu,0,0,1.45,89.45,10.74,1.56,17.47,16.36,46.55,42.06
2026-01-21,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,452,415,27,27,10,1.42,25,10,10,3,20.6,7,11,2,1,20274.23,15569.92,212,83,Açık,0,0,1.42,91.81,5.97,2.21,16.87,16.6,45.2,44.85
2026-01-21,S005,İzmir Konak,İzmir,Konak,Merkez,498,446,43,48,9,1.84,23,9,9,3,31.9,7,13,1,2,23100.83,19682.28,178,76,Bulutlu,0,0,1.38,89.56,9.64,1.81,15.7,19.39,55.33,46.39
2026-01-21,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,418,380,28,33,10,1.72,19,7,7,1,18.6,4,12,2,1,19543.8,14994.09,199,88,Açık,0,0,1.3,90.91,7.89,2.39,10.53,20.0,59.71,46.76
2026-01-21,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,405,378,20,27,7,1.39,20,8,7,0,6.9,5,13,1,1,20033.7,16083.59,171,89,Bulutlu,0,0,1.15,93.33,6.67,1.73,13.23,18.9,50.62,49.47
2026-01-21,S008,Konya Selçuklu,Konya,Selçuklu,Orta,324,290,28,30,6,1.76,16,6,5,2,20.1,4,6,2,0,16208.15,13126.04,142,71,Açık,0,0,0.86,89.51,9.26,1.85,13.79,18.12,54.0,50.03
2026-01-21,S009,Samsun İlkadım,Samsun,İlkadım,Orta,347,322,17,20,8,1.54,15,6,4,0,7.7,6,9,2,1,16464.79,12538.32,159,74,Bulutlu,0,0,0.97,92.8,5.76,2.31,18.63,21.47,57.83,47.45
2026-01-21,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,280,242,34,38,4,1.95,14,5,4,2,22.2,4,5,1,1,13013.3,9407.47,137,61,Açık,0,0,0.8,86.43,13.57,1.43,16.53,17.29,56.0,46.48
2026-01-22,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,425,393,23,30,9,1.62,24,9,10,1,9.9,2,13,2,1,21317.09,16579.7,225,81,Bulutlu,0,0,1.37,92.47,7.06,2.12,5.09,16.38,47.22,50.16
2026-01-22,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,429,389,31,35,9,1.88,21,8,8,2,19.8,7,10,2,1,23442.76,18435.44,196,95,Açık,0,0,1.22,90.68,8.16,2.1,17.99,18.52,53.62,54.65
2026-01-22,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,532,501,24,28,7,1.61,28,11,12,2,14.9,4,14,1,0,22105.86,18351.94,204,71,Açık,0,0,1.54,94.17,5.26,1.32,7.98,17.89,48.36,41.55
